title,url,mp_name,rejected_type,rejected_reason,rejected_time
CRS时代下的税务规划秘籍：高净值人士必看！,https://mp.weixin.qq.com/s/2iV5R8brQEi42z85InB0-A,港险圈研究院,🙅‍ 不选,标题涉及高危词汇“CRS”“税务规划”，属于政策风险内容，必须无条件排除。,2025-08-16 16:20:32
生娃不止国家补！各地新政+最高4万的“红包”，这届父母的福利藏在这里！,https://mp.weixin.qq.com/s/8H74E113vTbWvAJLV6L0yA,港险圈研究院,🙅‍ 不选,标题与香港保险无关，属于社会福利/政策类信息，和业务无关，应排除。,2025-08-16 16:20:32
国债利息要交税了！你的钱袋子将受这些影响，港险成为 “免税避风港”？,https://mp.weixin.qq.com/s/B10hhPxgj3k43eOb9rnq6Q,心水保,🙅‍ 不选,标题涉及“交税”和“免税避风港”，属于政策风险类内容，必须剔除。,2025-08-16 16:20:32
降息会更猛烈，化债任重道远,https://mp.weixin.qq.com/s/OcKuyA_ctpZH06yGTiDU5g,Pippo的金融笔记,🙅‍ 不选,标题涉及宏观经济和降息话题，没有明确指向香港保险产品，属于无关内容。,2025-08-16 16:20:32
内地与香港丨利率差距竟如此之大！,https://mp.weixin.qq.com/s/7j0iGpUiUQPBnJu3xYaVvw,Pippo的金融笔记,⛔ 看文章再确定,标题涉及内地与香港利率差距，但未明确指向保险产品，可能与保险配置逻辑相关，需要进一步阅读确认。,2025-08-16 16:20:32
为啥亏了还得补税？境外收入追缴风暴，香港保单安全吗？看完不慌！,https://mp.weixin.qq.com/s/BYPlbs7C0L5flJcc5dEYLg,长城港险,🙅‍ 不选,标题涉及税务追缴和境外收入，属于政策风险类内容，必须剔除。,2025-08-16 16:20:32
从普信暴雷到保单被执行，你的保单在射程内吗？,https://mp.weixin.qq.com/s/pOwsjdirjvNx63qiEL65TQ,长城港险,⛔ 看文章再确定,标题涉及保险公司暴雷和保单执行，可能涉及系统性风险或客户担忧，需要进一步阅读确认是否与香港储蓄险相关。,2025-08-16 16:20:33
紧急提醒！高才通随时会关门，抓住最后窗口期！,https://mp.weixin.qq.com/s/0JsXnYacpTTDP8jtiOhGQg,香港投资风向标,🙅‍ 不选,标题涉及高才通政策，属于跨境政策风险范畴，必须排除。,2025-08-16 16:20:33
有望突破5万美元限额？,https://mp.weixin.qq.com/s/thx6xCVkRhnJrpR6qm8Mjw,香港投资风向标,🙅‍ 不选,标题涉及外汇额度（5万美元限额），属于政策风险内容，必须排除。,2025-08-16 16:20:33
普通人只有5万美金额度，宗家是如何转移18亿美金的？,https://mp.weixin.qq.com/s/Lq3_2aLboSMBOiDfMk_bhw,胡胡的全球笔记,🙅‍ 不选,标题涉及外汇额度和资金转移，属于政策风险内容，必须排除。,2025-08-16 16:20:33
低利率=烂产品? 真相颠覆认知！,https://mp.weixin.qq.com/s/k37-MmhE3yCqNXUB728pxQ,胡胡的全球笔记,⛔ 看文章再确定,标题提出低利率与产品质量的关系，但未明确指向香港保险或具体产品，需要进一步阅读文章确认是否能提炼出有价值的增量信息。,2025-08-16 16:20:33
不玩了，躺着赚钱更香...,https://mp.weixin.qq.com/s/_E6bxT7LNxNNcyvG8PaoiQ,胡胡的全球笔记,⛔ 看文章再确定,标题模糊，没有明确指向香港保险或理财场景，需进一步阅读文章确认是否与香港储蓄险相关。,2025-08-16 16:20:33
特朗普要把关税飙到250%？美股跌懵了，印度外资暴跌99%！,https://mp.weixin.qq.com/s/169W29AXHHcqC9K-92R3Kw,港险渠道,🙅‍ 不选,标题涉及国际政治和股市，与香港保险无关，属于明确的非相关主题。,2025-08-16 16:20:33
震惊，《孙子兵法》早说透了港险..,https://mp.weixin.qq.com/s/0ynkbQbbYRUWpww4NREd_g,港险研究院,⛔ 看文章再确定,标题使用夸张修辞，将《孙子兵法》与港险联系，但具体内容和价值不明确，需要进一步阅读文章判断是否能提炼出有价值的客户痛点或逻辑。,2025-08-16 16:20:33
震惊，《孙子兵法》早说透了港险..,https://mp.weixin.qq.com/s/0ynkbQbbYRUWpww4NREd_g,港险研究院,⛔ 看文章再确定,标题虽然提及'港险'，但整体表达比较模糊，借用《孙子兵法》做类比，无法直接判断是否包含具体产品测评或缺陷揭示，需要进一步阅读文章确认其是否能提炼出有价值的客户痛点或决策逻辑。,2025-08-16 16:20:33
躺平收息，安全稳健收益这样来！盈透证券购买国债全攻略，请收好~,https://mp.weixin.qq.com/s/n9if-rUrD2o2mQQZPAqA8w,港险研究院,🙅‍ 不选,标题涉及'盈透证券'和'国债'，与香港保险无关，属于非相关主题，直接排除。,2025-08-16 16:20:33
CRS风暴来袭！这份海外资产和境外所得避税攻略，请收好！,https://mp.weixin.qq.com/s/3Zz_1eil7S8pKYgNo1lmLg,多财Global,🙅‍ 不选,标题涉及'CRS'和'避税'，属于政策风险最高级别内容，必须无条件排除。,2025-08-16 16:20:33
太保世代悦享2：入住养老社区、中资保司人民币保单的最佳选择!,https://mp.weixin.qq.com/s/4pjzaNByPmqbOfQU_QnwFA,蓝星探险,🙅‍ 不选,标题涉及'太保世代悦享2'，但这是内地保险产品（人民币保单），与香港保险无关，需排除。,2025-08-16 16:20:33
深度揭秘IUL保险！一个只涨不跌的投资神器,https://mp.weixin.qq.com/s/PUzLSCskMjnjurjV2VxPCg,蓝星探险,⛔ 看文章再确定,标题提及'IUL保险'，但未明确是否为香港IUL，可能是泛指或内地内容，需要进一步阅读文章确认是否与香港保险相关。,2025-08-16 16:20:33
全面征税时代，来了,https://mp.weixin.qq.com/s/TRS73-8G2p4efG2VG32iVA,蓝星探险,🙅‍ 不选,标题涉及'征税'，属于政策风险高危词汇，必须无条件排除。,2025-08-16 16:20:33
董事长扎堆跳楼，香港保险可以做资产隔离吗？,https://mp.weixin.qq.com/s/cAs8EBgPcj-wMytuw5DoCA,蓝星探险,⛔ 看文章再确定,标题涉及'董事长跳楼'（负面社会新闻）和'香港保险资产隔离'，前半部分可能是噱头，后半部分可能有价值，需要进一步阅读文章确认是否能提炼出增量信息。,2025-08-16 16:20:33
内地保险预定利率降至2.0%，一个新的时代来了！,https://mp.weixin.qq.com/s/Qj1PnuEQjgCxbPXQEmAEnw,蓝星探险,🙅‍ 不选,标题聚焦于内地保险利率调整，与香港保险无直接关联，属于非相关主题，应剔除。,2025-08-16 16:20:33
内地保险保单成被执行资产，被法院直接划扣！,https://mp.weixin.qq.com/s/AZgXlNg_G5pfijRBj7O6vA,港险宝宝PRO,🙅‍ 不选,标题涉及内地保险司法风险，与香港保险无关，属于非相关主题，应剔除。,2025-08-16 16:20:33
最怕的事情还是来了，房东们请小心！,https://mp.weixin.qq.com/s/UKGPpJKJsC9npUXHphMbQg,特别分子Mark,🙅‍ 不选,标题聚焦房东与房地产风险，与香港保险无关，属于非相关主题，应剔除。,2025-08-16 16:20:33
扛不住了，理财收益全面降低？！,https://mp.weixin.qq.com/s/2u1TzPBN0f3NNvWJpRBuiQ,特别分子Mark,🙅‍ 不选,标题泛指理财收益下降，未涉及香港保险，属于无关内容，应剔除。,2025-08-16 16:20:33
过去20年的中国人，富得太路径依赖了？,https://mp.weixin.qq.com/s/p4-eo6fns8-kvWtLKqCwnQ,特别分子Mark,🙅‍ 不选,标题为社会经济评论，与香港保险无关，属于无价值内容，应剔除。,2025-08-16 16:20:33
强制全民社保，来的正好,https://mp.weixin.qq.com/s/39WFxVbgYt-OA8JFbMzsxA,木木小财女,🙅‍ 不选,标题讨论的是内地社保政策，与香港保险无关，属于非相关主题，直接排除。,2025-08-16 16:20:33
保险，变成了现代版的“香火钱”？,https://mp.weixin.qq.com/s/bsbpslOPcZ6455_6cvhGTw,木木小财女,⛔ 看文章再确定,标题模糊，仅从标题无法判断是否与香港保险相关，可能是情绪化表达或隐喻，需要进一步查看文章内容才能确定是否有可复用价值。,2025-08-16 16:20:33
3亿人瓜分社保养老金，史上最大退休潮来了…,https://mp.weixin.qq.com/s/FAzBhue7Sjp6veta3hFCLA,木木小财女,🙅‍ 不选,标题聚焦于内地社保养老金和退休潮，与香港保险无关，属于非相关主题，直接排除。,2025-08-16 16:20:34
国债征税，或许只是个开始......,https://mp.weixin.qq.com/s/Ee6WF_v5axkf6QEJ-K-j9Q,木木小财女,🙅‍ 不选,标题涉及“征税”，属于政策风险高危词汇，必须无条件排除。,2025-08-16 16:20:34
内地储蓄险利率下调至2%，香港储蓄险 6.5%被疯抢,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-08-16 16:20:34
美联储9月降息丨配置港险要抓紧！,https://mp.weixin.qq.com/s/Lf1_kpK08VhwGuCEJyOTZA,Pippo的金融笔记,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2025-08-16 18:20:47
深圳找房记,https://mp.weixin.qq.com/s/u3JomSt3_mRxkjEm73YxTg,有态度的精蒜湿,🙅‍ 不选,标题与香港保险无关，属于房地产/生活记录类内容，对业务无益。,2025-08-16 18:24:57
人在囧途~,https://mp.weixin.qq.com/s/7HtjoYaptvxtuPu6oNDuoQ,有态度的精蒜湿,🙅‍ 不选,标题纯属个人情绪或生活记录，与香港保险无关，无业务价值。,2025-08-16 18:24:58
2025年，香港总共有31家保险公司,https://mp.weixin.qq.com/s/A2JnrXgn4kk-ltVvnTMQfA,香港保险行业资讯,⛔ 看文章再确定,标题仅陈述香港保险公司数量，是否能提炼出有价值的客户痛点或决策逻辑不明确，需要进一步阅读文章判断。,2025-08-16 18:24:58
入围2025年世界500强的香港保险公司,https://mp.weixin.qq.com/s/F85LYBiUyT791hxfh8PDKw,香港保险行业资讯,⛔ 看文章再确定,标题涉及排名信息，可能有权威背书价值，但是否能转化为客户决策逻辑不明确，需要进一步阅读文章判断。,2025-08-16 18:24:58
震惊，《孙子兵法》早说透了港险..,https://mp.weixin.qq.com/s/ZtZD5nZYPeIEiBPqfRurNQ,港险研究院,⛔ 看文章再确定,标题虽提及“港险”，但整体是噱头化的比喻（孙子兵法），无法直接判断是否有实质性增量信息，需要进一步阅读文章确认。,2025-08-16 18:24:58
内地储蓄险利率下调至2%，香港储蓄险 6.5%被疯抢,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-08-16 18:24:58
美联储降息预期91%丨配置港险需抓紧！,https://mp.weixin.qq.com/s/2BdLf4bmR6zqXK-omKGwMg,Pippo的金融笔记,🙅‍ 不选,标题核心是'美联储降息预期'，涉及宏观货币政策与利率走势，属于政策及金融市场敏感话题，存在较高的政策风险。虽然后半句提及'配置港险'，但整体内容仍然以政策和宏观经济为主导，按照守门员规则应直接排除。,2025-08-16 18:35:41
安达保费融资丨6年复利超10%！,https://mp.weixin.qq.com/s/sHBDO8ZNzUJp9s7R_DZHdw,Pippo的金融笔记,⛔ 看文章再确定,标题涉及'安达'（香港保险公司），但重点在'保费融资'，可能涉及杠杆或融资操作，存在一定风险或复杂性，需要进一步阅读文章确认是否安全且有价值。,2025-08-16 19:17:58
友邦/保诚/宏利/富卫/周大福/国寿/太平洋，7大香港保司APP使用指南,https://mp.weixin.qq.com/s/ECjvVHqIHuCm4Qy_qCVFGw,蓝星探险,⛔ 看文章再确定,标题涉及多家香港保险公司，但内容是APP使用指南，是否能提炼出对客户有价值的决策逻辑不明确，需要进一步阅读。,2025-08-16 19:17:58
内地储蓄险利率下调至2%，香港储蓄险 6.5%被疯抢,,未知公众号,匹配失败,无法找到相似度超过95%的原始文章,2025-08-16 19:17:58
解惑香港保险：分红怎么提？续保怎么缴？理赔怎么申请？一篇讲清！,https://mp.weixin.qq.com/s/cOOF20z1ERgxYkEN6L7A4A,港险圈研究院,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2025-08-16 23:48:50
香港保险2025 | 降息周期下的三大新风口与一个终极变量,https://mp.weixin.qq.com/s/C6yhgti8qxQbobxTaAULqA,有态度的精蒜湿,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2025-09-06 21:05:40
香港分红险能实现吗？揭秘“最好保本投资”真相：十大安全机制护航！,https://mp.weixin.qq.com/s/h9x6Ggk3gyowOdf2a_g_IQ,港险优选专家,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2025-09-06 23:29:28
王牌升级！超级玛丽15号重疾险全解析！,https://mp.weixin.qq.com/s/QzmxlbISqR85OBA0374ixw,崔伟说投资,🙅‍ 不选,标题涉及的“超级玛丽15号重疾险”是内地重疾险产品，与香港储蓄险业务无关，因此直接排除。,2025-09-06 23:31:40
狼来了？影响有钱人钱袋子的理财税，终于来了?!,https://mp.weixin.qq.com/s/DCqHzOeQDt0hIyGIpi8ucw,崔伟说投资,🙅‍ 不选,标题涉及“理财税”，属于税务相关的高危政策风险内容，必须无条件排除。,2025-09-06 23:31:40
全国10.7亿参保人请注意！国家刚刚宣布重大消息，你的养老金有救了！,https://mp.weixin.qq.com/s/RTISWqqHg2f-Tgb8_x0p1Q,崔伟说投资,🙅‍ 不选,标题涉及全国养老金政策，属于内地社保体系，与香港保险无关，直接排除。,2025-09-06 23:31:40
三款美式分红对比：交完即领钱，每年领取5%！,https://mp.weixin.qq.com/s/9tN829VOsTD1C1njDsH32A,崔伟说投资,⛔ 看文章再确定,标题提到“三款美式分红”并有收益描述，但未明确指向香港保险公司或产品，需要进一步阅读确认是否与香港分红险相关。,2025-09-06 23:31:40
骨折、阑尾炎也能赔的重疾险！大黄蜂16号（旗舰版）强势上线！,https://mp.weixin.qq.com/s/qaRKLXEv-EVlPPjYsLOevw,崔伟说投资,🙅‍ 不选,标题涉及“大黄蜂16号”重疾险，为内地健康险产品，与香港储蓄险业务无关，直接排除。,2025-09-06 23:31:40
男人真他妈的累，大事小事！,https://mp.weixin.qq.com/s/NYMt0bitBgDx49miC5AMVw,有态度的精蒜湿,🙅‍ 不选,标题为纯情绪化的个人生活感慨，与保险或金融无关，直接排除。,2025-09-06 23:31:40
泼天的财富？我刚从香港回来，带回了数字货币+保险的全部内幕！,https://mp.weixin.qq.com/s/RNcDbe3vJQZR-N3grzEiLw,有态度的精蒜湿,🙅‍ 不选,标题涉及“数字货币”，属于高危政策风险领域（稳定币/虚拟货币相关），必须无条件排除。,2025-09-06 23:31:40
财富管理圈巨变！我组建了一个“智囊天团”，涉信托、出海、税务、Web3…,https://mp.weixin.qq.com/s/LGhiyf7xKgCkAEaDm37sVg,有态度的精蒜湿,🙅‍ 不选,标题涉及“税务”和“Web3”，均属于高危政策风险领域，必须无条件排除。,2025-09-06 23:31:41
抱歉！我整合了信托、出海、税务、Web3…专家，全给你！,https://mp.weixin.qq.com/s/nTOi5gpnBU8vTILPoJGejg,有态度的精蒜湿,🙅‍ 不选,标题涉及“税务”和“Web3”，均属于高危政策风险领域，必须无条件排除。,2025-09-06 23:31:41
踩坑后，我发起了港硕申请团！50人成团，用集体力量压价避坑~,https://mp.weixin.qq.com/s/NQNlt_be-mZLCiQRkpRqqg,有态度的精蒜湿,🙅‍ 不选,标题涉及“港硕申请”，属于香港留学领域，与香港保险无关，直接排除。,2025-09-06 23:31:41
香港读研，爆了！,https://mp.weixin.qq.com/s/-Een3TJQSjv1tByklJzZ_g,有态度的精蒜湿,🙅‍ 不选,标题涉及香港读研，属于教育领域，与香港保险无关，直接排除。,2025-09-06 23:31:41
9年IRR超10%！低利率时代保费融资全攻略 | 四家银行政策深度PK,https://mp.weixin.qq.com/s/AtxFcX8l2mmUcLLB75MlYQ,有态度的精蒜湿,⛔ 看文章再确定,标题涉及保费融资和银行政策PK，可能与香港保险相关，但未明确指向香港保险公司或产品，需要进一步阅读确认。,2025-09-06 23:31:41
金融老炮是怎么把1000万亏掉的？,https://mp.weixin.qq.com/s/JVb5BgIeD8lx52L6gHWe3A,有态度的精蒜湿,🙅‍ 不选,标题为泛金融投资亏损故事，没有明确指向香港保险或储蓄险场景，直接排除。,2025-09-06 23:31:41
"零利率到位！""开创未来2""：7年躺赚131%",https://mp.weixin.qq.com/s/6Z5qYbumLFULqwcOlrOY1w,有态度的精蒜湿,⛔ 看文章再确定,标题提到“开创未来2”可能是保险产品名，但未明确是否为香港保险产品，需要进一步阅读确认。,2025-09-06 23:31:41
割肉2700点，踏空3800点：最惨的不是买白酒的人，而是.....,https://mp.weixin.qq.com/s/iiL4ywPD78JbMu8YJSmKMg,有态度的精蒜湿,🙅‍ 不选,标题涉及股市投资情绪，与香港保险无关，直接排除。,2025-09-06 23:31:41
持有美元并不是持有美元资产，美元定存不是最优解,https://mp.weixin.qq.com/s/JDYObTOUMob5dVa7ymBXRQ,小冯妮儿聊港险,🙅‍ 不选,标题讨论美元资产与美元定存的投资属性，未涉及香港保险或相关产品，属于非相关主题，应剔除。,2025-09-06 23:31:41
为何选保险丨山药省的城投债7.4%，你敢买么？,https://mp.weixin.qq.com/s/JodzlbFrVj93XkLmdxNpfg,Pippo的金融笔记,🙅‍ 不选,标题讨论城投债，与香港保险无关，属于非相关主题。,2025-09-06 23:31:41
视频教程丨10秒搞定计划书和保费融资压力测试,https://mp.weixin.qq.com/s/P6FkRQyGg087hPRxDqSNqA,Pippo的金融笔记,⛔ 看文章再确定,标题涉及计划书和保费融资压力测试，但未明确与香港保险产品直接关联，需要查看文章内容确认是否有可复用的增量信息。,2025-09-06 23:31:41
8月不买重疾险，9月真的会买不到吗？,https://mp.weixin.qq.com/s/M6pHWxPPAcP6El1PtXcYKw,Pippo的金融笔记,🙅‍ 不选,标题讨论重疾险购买时机，但未明确与香港保险相关，且可能为内地保险内容，相关性不足。,2025-09-06 23:31:41
从赚10%到追涨杀跌：我的新手炒股踩坑血泪史,https://mp.weixin.qq.com/s/OXIRfiFVWCnBU2dIyNzHpA,胡胡的全球笔记,🙅‍ 不选,标题内容完全围绕炒股经历，与香港保险业务无关，属于明确的非相关主题，应剔除。,2025-09-06 23:31:41
傻子比散户，更容易在牛市赚钱！,https://mp.weixin.qq.com/s/I7DxnpbVmdZo8MidQG6w6g,胡胡的全球笔记,🙅‍ 不选,标题讨论股市投资心理，与香港保险业务无关，属于非相关主题。,2025-09-06 23:31:41
新韭菜等不到了...,https://mp.weixin.qq.com/s/HrdQ8y8sAOckzMGFXvQbkw,胡胡的全球笔记,🙅‍ 不选,标题模糊且明显指向股市投资语境（韭菜），与香港保险无关，属于非相关主题。,2025-09-06 23:31:41
涨29%，该出手了...,https://mp.weixin.qq.com/s/2NmtLNUvNh9YCxC1EydG_w,胡胡的全球笔记,🙅‍ 不选,标题虽有数字，但无明确保险或理财养老场景，且语境更贴近股票/投机类内容，属于非相关主题。,2025-09-06 23:31:41
中国年轻人拼命考公，日本年轻人却抢着辞职...,https://mp.weixin.qq.com/s/88deDp7PkJsD89GAogG_iQ,胡胡的全球笔记,🙅‍ 不选,标题讨论社会就业现象，与香港保险业务无关，属于非相关主题。,2025-09-06 23:31:41
IBKR已经收紧大陆居民开户,https://mp.weixin.qq.com/s/MbDrUKzOwPqkP1ue8LlnOg,leesin境外咨询笔记,🙅‍ 不选,标题涉及IBKR开户政策，属于跨境开户类内容，存在政策风险，应剔除。,2025-09-06 23:31:41
别只盯着港险了，这种“收租”资产可能更香！,https://mp.weixin.qq.com/s/65MBwlzM-XZ_pYFSF1JiMQ,港险研究院,🙅‍ 不选,标题虽然提到港险，但核心在于推荐其他类型的收租资产，与香港保险产品分析无关，且无法直接为业务创造信息不对称。,2025-09-06 23:31:41
单利、复利、IRR你搞懂了没？一文说透！,https://mp.weixin.qq.com/s/4G1ApnFeOyRVLxwgm6ZYBQ,港险研究院,⛔ 看文章再确定,标题涉及金融计算概念（单利、复利、IRR），但未明确与香港保险直接关联，需要查看文章内容判断是否能提炼出与储蓄险相关的客户决策逻辑。,2025-09-06 23:31:41
100w存人民币和存美元，到底哪个更划算？,https://mp.weixin.qq.com/s/8xi6IF_z8Qik-gBg5DSl2g,蓝星探险,🙅‍ 不选,标题讨论人民币与美元存款收益对比，与香港保险无直接关联，属于非相关主题。,2025-09-06 23:31:41
9年4.09%！终期红利“逆袭”之作！,https://mp.weixin.qq.com/s/tz07NVcpZSKAZ97uiJJgzA,香港保险圈,⛔ 看文章再确定,标题包含收益率和红利相关描述，但未明确指向香港保险产品，需要查看文章内容确认是否与储蓄险相关。,2025-09-06 23:31:42
240万！保诚赔钱了！,https://mp.weixin.qq.com/s/WWvClJTYDvDF2kcQUG1W9Q,港险宝宝PRO,⛔ 看文章再确定,标题提及香港保险公司'保诚'和赔付事件，但未明确是理赔案例、投资亏损还是其他情况，无法直接判断是否能提炼出有价值的客户痛点，需要阅读文章进一步确认。,2025-09-06 23:31:42
全面围堵，和美股说再见...,https://mp.weixin.qq.com/s/MEQ53Px2HKjU9U-Se2w7vA,特别分子Mark,🙅‍ 不选,标题主题为美股投资限制，与香港保险无直接关联，属于非相关主题，应剔除。,2025-09-06 23:31:42
到底有谁在银行买保险？,https://mp.weixin.qq.com/s/uaKmKYnW6xGNg98kKNmC4w,木木小财女,⛔ 看文章再确定,标题未明确指向香港保险，可能涉及内地或其他地区的银行保险销售，需要阅读文章确认是否与香港储蓄险业务相关。,2025-09-06 23:31:42
炸裂了！| 苏黎世新品保底派息3%，上不封顶~,https://mp.weixin.qq.com/s/DfAnQSIvliECdKhLumIqqA,有态度的精蒜湿,已删除,"文章已被删除或无法访问，生成了""未命名文章""",2025-09-19 01:41:47
美元降息，国有大行利率加速破1%？！普通人如何守住钱袋子？,https://mp.weixin.qq.com/s/2LtfI30Oq5I7ws2iPK3-vg,崔伟说投资,🙅‍ 不选,标题涉及美元降息和国有大行利率，与香港保险无直接关联，属于宏观经济及银行利率类话题，对业务无益。,2025-09-19 01:55:47
7家银行已经官宣破产倒闭，存款取不出来?去存钱务必知道这4点，否则千万别存!,https://mp.weixin.qq.com/s/SQxhZ3Zagy7C5dmxkAjWlA,崔伟说投资,🙅‍ 不选,标题涉及银行破产倒闭，属于系统性风险（银行层面），与香港储蓄险业务无关。,2025-09-19 01:55:47
余额宝跌破1%，创历史新低！存钱赚利息的时代结束了吗？,https://mp.weixin.qq.com/s/ImJMCpVef0A_fYWViSDGFQ,崔伟说投资,🙅‍ 不选,标题讨论余额宝收益率，与香港保险无关，属于纯理财产品话题。,2025-09-19 01:55:47
国家队「逆天」增额寿杀疯了！保底2%，每年10万领到老，实现养老自由！,https://mp.weixin.qq.com/s/LPVmnW9jFomAR5sjQGH0KA,崔伟说投资,🙅‍ 不选,标题虽涉及保险，但为内地增额寿产品（国家队），与香港保险无关。,2025-09-19 01:55:47
银行还有利率4%的特殊存款？！银行不会说，跟风存可能血本无归，存款保险也救不了,https://mp.weixin.qq.com/s/jpyoZ8WO0AlA-tZ-pVjNRA,崔伟说投资,🙅‍ 不选,标题讨论银行存款利率及风险，与香港保险无关。,2025-09-19 01:55:47
当月买下月领！2025超快速年金，派息4%-8%,https://mp.weixin.qq.com/s/_twbKwp_OvxU82n4mwOYGQ,崔伟说投资,⛔ 看文章再确定,标题涉及年金产品但未明确是否为香港保险，需查看文章确认是否与香港储蓄险相关。,2025-09-19 01:55:47
10月开始，家里存款有50万的朋友要当心了!这3件事尽快做!否则要吃亏!,https://mp.weixin.qq.com/s/ENvnJE7Di2jTOpfgaXO-zg,崔伟说投资,🙅‍ 不选,标题为泛理财提醒，未涉及香港保险，属于无关内容。,2025-09-19 01:55:47
马云再次预言，2026年手里有存款的人，或将面临2大难题?务必要解决!,https://mp.weixin.qq.com/s/OL59DKC1TNApg6igr77pIg,崔伟说投资,🙅‍ 不选,标题为宏观经济预测类，与香港保险无关。,2025-09-19 01:55:47
10万存5年，轻松躺赚100万？！揭秘让银行都沉默的存钱妙招,https://mp.weixin.qq.com/s/q5P1r0hnxELWjBbsMddpgA,崔伟说投资,🙅‍ 不选,标题为夸张理财收益宣传，未涉及香港保险，且可能涉及夸大收益风险。,2025-09-19 01:55:47
央企背景 银行信誉丨中银王炸年金，3年回血每年领5万+4%利滚利，破局银行低息,https://mp.weixin.qq.com/s/i5uwAc8w526NLIBVf4c0FQ,崔伟说投资,⛔ 看文章再确定,标题涉及'中银'年金产品，但未明确是否为香港中银人寿产品，需查看文章确认。,2025-09-19 01:55:47
香港，越来越好！,https://mp.weixin.qq.com/s/UyRcJq2sx29fW4cBdJsRLA,有态度的精蒜湿,🙅‍ 不选,标题过于宽泛，未涉及香港保险或相关金融产品，缺乏业务相关性。,2025-09-19 01:55:47
好消息！入境记录现已恢复正常，赴港开户不再耽误！附备选方案~,https://mp.weixin.qq.com/s/Rb6eTd3TRpkLsAUHmxBEQg,港险圈研究院,🙅‍ 不选,标题涉及赴港开户，开户类内容属于高危政策风险，必须剔除。,2025-09-19 01:55:47
港险资金进出全攻略：钱怎么合法出去？又如何合规回来？,https://mp.weixin.qq.com/s/VXtHP14LM35M157U5GpExQ,港险圈研究院,🙅‍ 不选,标题涉及资金跨境进出，属于高危政策风险（外汇管制相关），必须剔除。,2025-09-19 01:55:47
美联储降息倒计时！美元存款、香港保险、美债、人民币汇率将迎来重大调整！,https://mp.weixin.qq.com/s/dKKrYwq9OX6STupbf1vmWA,小冯妮儿聊港险,⛔ 看文章再确定,标题虽提及香港保险，但整体为宏观经济预测类，需查看文章确认是否有可复用的香港保险决策信息。,2025-09-19 01:55:48
如果保险公司破产丨不同保单不同命,https://mp.weixin.qq.com/s/Ao4PTHj02KOBrCeiU5O7mg,Pippo的金融笔记,⛔ 看文章再确定,标题涉及保险公司破产，但未明确是否为香港保险公司，需查看文章确认是否有可复用的香港保险决策信息。,2025-09-19 01:55:48
去香港请人手开一个众安ZA Bank！附开户指引,https://mp.weixin.qq.com/s/lOLYpy46zwEDVamsW5BR4w,长城港险,🙅‍ 不选,标题涉及香港银行开户，开户类内容属于高危政策风险，必须剔除。,2025-09-19 01:55:48
经济不好，连投资都怕了？试试这种“躺平也能赢”的保险策略,https://mp.weixin.qq.com/s/M--qWUOnBNVTR4u5jmm1Gg,长城港险,⛔ 看文章再确定,标题涉及保险策略但未明确是否为香港保险，需查看文章确认。,2025-09-19 01:55:48
有医保， 生了大病依然治不起…,https://mp.weixin.qq.com/s/QOITcxWcZjUEpMFjFORW1A,胡胡的全球笔记,⛔ 看文章再确定,标题涉及医疗保障不足的痛点，但未明确与香港保险关联，需要查看文章内容判断是否能提炼出与香港储蓄险相关的增量信息。,2025-09-19 01:55:48
经济下行期，劝大家多存钱...,https://mp.weixin.qq.com/s/MT_5DuTe1naOo1Tg4dfIEA,胡胡的全球笔记,🙅‍ 不选,标题为泛泛的理财建议，与香港保险无直接关联，缺乏可复用的业务价值。,2025-09-19 01:55:48
罗永浩又创历史了，63个字干翻西贝！,https://mp.weixin.qq.com/s/RCTg4dXuWUixeDG340H6Ew,胡胡的全球笔记,🙅‍ 不选,标题为娱乐或商业八卦，与香港保险无关。,2025-09-19 01:55:48
2015牛市启示录：散户在牛市怎么亏钱的？,https://mp.weixin.qq.com/s/3PTxNZEk7s3ZtKdQD0bH1w,胡胡的全球笔记,🙅‍ 不选,标题涉及股票投资，与香港保险无关。,2025-09-19 01:55:48
五年后，500万投哪类资产最值钱？,https://mp.weixin.qq.com/s/4PSn8hZDVgycwh6LQ9sLVg,胡胡的全球笔记,⛔ 看文章再确定,标题涉及资产配置，但未明确与香港保险关联，需要查看文章内容判断是否有可复用的香港保险投资逻辑。,2025-09-19 01:55:48
3.1 亿扫货 1 万枚 ETH！万通保险打响区块链保险第一枪,https://mp.weixin.qq.com/s/8b7_PtBKYdxIisW4XhByuQ,港险渠道,🙅‍ 不选,标题涉及ETH和区块链，属于高危领域（加密货币相关），不选。,2025-09-19 01:55:48
梅艳芳 6800 万遗产被败光！101 岁老妈申请破产，信托竟没拦住？,https://mp.weixin.qq.com/s/lk2cQy8sSphNWkveCiiDDQ,港险渠道,🙅‍ 不选,标题为娱乐八卦与信托案例，与香港储蓄险业务无直接关联。,2025-09-19 01:55:48
